event_type,attack_type,event_date,month,day,year,admin1,location,fatalities,sole_perpatrator_classification,extremist_beliefs_classification,connection_to_organized_extremist_group_classification,issue_type,motive,source,source_scale,major_media,notes
RIOTS,OTHER WEAPON,2020-08-01,8,1,2020,OREGON,SALEM,0,NO,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-GOVERNMENT,POLITICAL RESEARCH ASSOCIATES; TWITTER,OTHER-NEW MEDIA,NO,"ON 1 AUGUST 2020, THREE MEN, KNOWN BY NAME BY THE VICTIMS DUE TO THEIR CONSISTENT COUNTER-DEMONSTRATIONS OF BLM EVENTS, REPORTEDLY ATTACKED VARIOUS PEOPLE LEAVING A REVOLUTIONARY OPEN MIC EVENT HELD AT A PARK IN SALEM (OREGON) AS PART OF THE GENERAL ANTIFA MOVEMENT. THE MEN ALLEGEDLY ALSO PEPPER SPRAYED A FIVE YEAR OLD IN THE FACE."
RIOTS,ASSAULT,2020-10-16,10,16,2020,OREGON,PORTLAND - DOWNTOWN,0,NO,YES,YES,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,TWITTER,NEW MEDIA,NO,"ON 16 OCTOBER 2020, A PRO-POLICE GROUP DISMANTLED A NEW MAKESHIFT MEMORIAL FOR BLACK VICTIMS OF POLICE BRUTALITY IN PORTLAND - DOWNTOWN (OREGON) (THE PREVIOUS MEMORIAL WAS REMOVED A FEW DAYS AGO BY PATRIOT PRAYER). THE GROUP THEN THREATENED A JAIL SUPPORT GROUP GATHERED OUTSIDE THE PORTLAND JAIL, THEN FORCIBLY REMOVED HOMELESS PEOPLE WHO WERE GATHERED IN THE COMMUNITY SQUARE. ANTI-FASCISTS ALSO GATHERED TO FILM THE PRO-POLICE GROUP AND TO PREVENT THE HOMELESS PEOPLE FROM BEING RELOCATED. SEVERAL BRAWLS AND PHYSICAL FIGHTS BETWEEN THE GROUPS TOOK PLACE."
RIOTS,ASSAULT,2021-05-04,5,4,2021,CALIFORNIA,PALO CEDRO,0,NO,YES,YES,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,SAN DIEGO UNION-TRIBUNE,SUBNATIONAL,NO,"ON 4 MAY 2021, THREE INDIVIDUALS, ONE OF WHOM IS A MEMBER OF THE COTTONWOOD MILITIA, PHYSICALLY ATTACKED A BLACK LIVES MATTER ACTIVIST AT HIS PLACE OF EMPLOYMENT IN PALO CEDRO (CALIFORNIA) AFTER AN INCIDENT OVER A SPILLED DRINK. THE ASSAULTERS REPORTEDLY SPONTANEOUSLY BEGAN BEATING THE MAN, USING RACIAL SLURS AND LEAVING THE HIM WITH A BLACK EYE."
RIOTS,OTHER WEAPON,2023-01-27,1,27,2023,NEW JERSEY,ASBURY PARK,0,YES,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,ASBURY PARK PRESS,SUBNATIONAL,NO,"ON 27 JANUARY 2023, A MAN WEARING A BLACK FACE COVERING BLOCKED ATTENDEES OF AN 'ANTI-RACISM' CONCERT AT THE TRINITY EPISCOPAL PARISH IN ASBURY PARK (NEW JERSEY) FROM LEAVING WHILE YELLING 'WHITE LIVES MATTER TOO.' HE THEN THREW TWO SMOKE BOMBS INTO THE CROWD BEFORE DRIVING OFF. THE MAN RETURNED ABOUT AN HOUR LATER, GOT OUT OF THE VEHICLE, AND ATTEMPTED TO PEPPER-SPRAY PEOPLE WHILE YELLING 'WHITE LIVES MATTER.' AFTER THAT, THE MAN FLED THE SCENE. ON 6 MAY, THE MAN WAS ARRESTED AND CHARGED BY THE DEPARTMENT OF HOMELAND SECURITY WITH NUMEROUS OFFENSES, INCLUDING AGGRAVATED ASSAULT, MAKING TERRORISTIC THREATS, AND ARSON."
PROTESTS,VEHICLE,2020-05-30,5,30,2020,MISSOURI,SPRINGFIELD,0,NO,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,TWITTER; NEWS-LEADER (SPRINGFIELD); CROWD COUNTING CONSORTIUM; KOLR10; POLITICAL RESEARCH ASSOCIATES,OTHER-NEW MEDIA,NO,"ON 30 MAY 2020, HUNDREDS OF PROTESTERS RALLIED AND MARCHED IN SPRINGFIELD (MISSOURI) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. AT A POINT DURING THE MARCH COUNTER-PROTESTERS DRIVING TRUCKS TOTING THE CONFEDERATE BATTLE FLAG AND A 'THIN BLUE LINE' VARIANT OF THE AMERICAN FLAG ARRIVED AND PULLED UP ALONGSIDE THE BLM PROTESTERS. PROTESTERS RIPPED OFF A CONFEDERATE FLAG AND SET IT ON FIRE. DURING THE MARCH A DRIVER OF A CAR ALSO DEPLOYED PEPPER SPRAY AT THE BLM DEMONSTRATORS FROM HIS CAR. LATER, A WHITE TRUCK REPORTEDLY DROVE THROUGH THE BLM PROTESTERS AT HIGH SPEED, HITTING ONE PROTESTERS AND BREAKING THEIR LEG."
PROTESTS,VEHICLE,2020-05-31,5,31,2020,CALIFORNIA,PASADENA,0,YES,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,HOMELAND SECURITY TODAY; KTLA5; PASADENA STAR-NEWS; SAN MARINO TRIBUNE,SUBNATIONAL-NATIONAL,NO,"ON 31 MAY 2020, A FEW DOZEN PEOPLE STAGED A PROTEST IN PASADENA (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. A MAN DROVE A TRUCK INTO THE CROWD, WITH ANOTHER MOTORIST ALSO ACCELERATING INTO TWO DEMONSTRATORS. BOTH DRIVERS WERE ARRESTED. THE TRUCK WAS DISPLAYING MULTIPLE FLAGS AFFILIATED WITH RIGHT-WING POLITICS. NO PROTESTERS WERE INJURED."
PROTESTS,VEHICLE,2020-06-07,6,7,2020,VIRGINIA,RICHMOND,0,YES,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,ABC15 (FLORENCE); DAILY KOS; HENRICO CITIZEN; NEWS12 (NEW JERSEY),SUBNATIONAL-NATIONAL,NO,"ON 7 JUNE 2020, PEOPLE STAGED A PROTEST IN RICHMOND (VIRGINIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT. A MAN WHO ALLEGED TO BE THE LOCAL LEADER OF THE KU KLUX KLAN DROVE INTO THE CROWD AND INJURED 1 PERSON. HE WAS ARRESTED AND ORIGINALLY SENTENCED TO 6 YEARS IN PRISON, BUT AFTER APPEALING HE RECEIVED ONLY 3 YEARS AND 8 MONTHS."
PROTESTS,VEHICLE,2020-06-10,6,10,2020,WASHINGTON,SEATTLE - CHOP,0,YES,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,CNN; POLITICAL RESEARCH ASSOCIATES; SOUTH SEATTLE EMERALD,OTHER-SUBNATIONAL,YES,"ON 10 JUNE 2020, THOUSANDS OF PEOPLE STAGED A PROTEST IN SEATTLE - CHOP (WASHINGTON) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THEY GATHERED AT THE SO-CALLED 'CAPITOL HILL ORGANIZED PROTEST' OR 'CHOP'. CHOP WAS SELF-DECLARED AS AN AUTONOMOUS ZONE ON 8 JUNE 2020. A DRIVER REPORTEDLY DROVE INTO THE CROWD, CAUSING MINOR INJURIES AND DESTROYING ONE BICYCLE. VIDEO OF THE INCIDENT SHOW A CAR DRIVING INTO PROTESTERS ON CYCLES."
PROTESTS,VEHICLE,2020-08-28,8,28,2020,IOWA,IOWA CITY,0,NO,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,COUNT LOVE; DAILY IOWAN,OTHER-SUBNATIONAL,NO,"ON 28 AUGUST 2020, PEOPLE, INCLUDING STUDENTS, GATHERED AT THE UNIVERSITY OF IOWA IN IOWA CITY (IOWA) TO PROTEST IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE SHOOTING OF JACOB BLAKE. A CAR INTENTIONALLY BACKED INTO AND HIT SEVERAL PROTESTER, BUT NO ONE WAS INJURED. THE CAR'S PASSENGER YELLED 'WHITE POWER' AT THE PROTESTERS, AND THREW A BOTTLE AT THE PROTESTERS WHILE THE PROTESTER HIT THE WINDOW OF THE CAR WHILE IT DROVE AWAY. THIS WAS THE FIRST NIGHT OF 'WEEKEND OF PROTESTS' PLANNED THROUGH 28 TO 31 AUGUST IN IOWA CITY."
PROTESTS,OTHER WEAPON,2021-05-25,5,25,2021,CALIFORNIA,LOS ANGELES - CENTRAL,0,YES,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,CROWD COUNTING CONSORTIUM; LOS ANGELES TIMES; TWITTER,OTHER-NEW MEDIA,NO,"ON 25 MAY 2021, BETWEEN DOZENS AND A FEW HUNDRED OF PEOPLE MARCHED THROUGH HOLLYWOOD IN LOS ANGELES - CENTRAL (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT ON THE ONE-YEAR ANNIVERSARY OF GEORGE FLOYD'S DEATH. THE GROUP ALSO SHOUTED PRO-PALESTINIAN CHANTS. ONE INDIVIDUAL CONDUCTED A NAZI SALUTE BEFORE PHYSICALLY ASSAULTING DEMONSTRATORS AND CUTTING ONE DEMONSTRATOR WITH A KNIFE WHICH RESULTED IN INJURIES. HE ALSO REPORTEDLY YELLED RACIAL SLURS AT DEMONSTRATORS FROM A VEHICLE EARLIER DURING THE DEMONSTRATION. IT IS UNCLEAR WHETHER THE INJURY REQUIRED HOSPITALIZATION."
PROTESTS,VEHICLE,2021-06-13,6,13,2021,MINNESOTA,MINNEAPOLIS,1,YES,YES,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,ABC7 CHICAGO; BRAINERD DISPATCH; BRING ME THE NEWS; CBS NEWS; CHANNEL 5 (TWIN CITIES); CHICAGO TRIBUNE; CNN; DETROIT NEWS; FOREST LAKE TIMES; FOX10 (MOBILE); FOX2 DETROIT; FOX59 (INDIANAPOLIS); FOX6 MILWAUKEE; GOSHEN NEWS; JOURNAL GAZETTE AND TIMES COURIER; KARE11; LOCAL12; MINNPOST; NBC15; POST-BULLETIN; SENTINEL-TRIBUNE; ST. CLOUD TIMES; STAR TRIBUNE (MINNEAPOLIS); TIMES OF NORTHWEST INDIANA; USA TODAY; WAOW9; WASHINGTON POST; WCCO CHANNEL 4; WISH-TV 8; WIZM NEWS; WLNS6; WNDU CHANNEL 16,SUBNATIONAL-NATIONAL,YES,"ON 13 JUNE 2021, PEOPLE INCLUDING MEMBERS OF THE TWIN CITIES COALITION FOR JUSTICE 4 JAMAR CLARK GATHERED IN THE UPTOWN NEIGHBORHOOD OF MINNEAPOLIS (MINNESOTA) TO PROTEST THE SHOOTING OF WINSTON BOOGIE SMITH JR. BY POLICE ON 3 JUNE 2021 AND TO SHOW SUPPORT FOR THE BLACK LIVES MATTER MOVEMENT. AROUND 11:39 P.M., 35-YEAR-OLD NICHOLAS D. KRAUS DROVE INTO A CROWD OF PROTESTERS, KILLING ONE WOMAN, 31-YEAR-OLD DEONA MARIE KNAJDEK ERICKSON, AND INJURING THREE OTHERS. PROTESTERS PULLED THE DRIVER OUT OF THE CAR AND HANDED HIM OVER TO POLICE. PRELIMINARY INVESTIGATION INDICATES THAT THE USE OF DRUGS OR ALCOHOL MAY BE A CONTRIBUTING FACTOR IN THE CRASH. HOWEVER, PROTESTERS ARE CALLING IT A 'TARGETED ASSASSINATION' AND SAY THAT THE DRIVER 'ACCELERATED TOWARDS THEM.' A SMALL GROUP OF PROTESTERS STAYED AND BLOCKADED THE STREET UNTIL THE EARLY MORNING FOLLOWING THE INCIDENT."
PROTESTS,VEHICLE,2020-06-08,6,8,2020,SOUTH CAROLINA,GREENVILLE,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,WYFF4,SUBNATIONAL,NO,"ON 8 JUNE 2020, AROUND 100 DEMONSTRATORS RALLIED PEACEFULLY OUTSIDE A RESTAURANT IN GREENVILLE (SOUTH CAROLINA) TO PROTEST A RESTAURANT OWNER WHO MADE A RACIST POST ON FACEBOOK. DURING THE DEMONSTRATION, A MAN DROVE AN SUV INTO THE CROWD. THE PERSON DRIVING THE VEHICLE ROLLED DOWN THE CAR WINDOW AND STRUCK AN INDIVIDUAL WITH THEIR HAND."
PROTESTS,VEHICLE,2020-06-13,6,13,2020,TENNESSEE,MEMPHIS,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,WATE6; WMC5,SUBNATIONAL,NO,"ON 13 JUNE 2020, ABOUT 30 PEOPLE PROTESTED OUTSIDE A RESTAURANT IN OVERTON SQUARE IN MEMPHIS (TENNESSEE) OVERS CONCERNS SURROUNDING THE RACIAL DISCRIMINATION ALLEGATIONS AGAINST FLIGHT OWNERSHIP GROUP WHO JUST OPENED THE A NEW RESTAURANT IN THE CITY. AROUND 10 PROTESTERS BLOCKED THE DRIVEWAY OUTSIDE THE RESTAURANT. AN INDIVIDUAL DROVE HIS TRUCK TOWARDS THE PROTESTERS. SEVERAL PROTESTERS WERE REPORTEDLY TOUCHED BY THE CAR, BUT NO ONE WAS INJURED. THE DRIVER WAS ARRESTED AND CHARGED WITH RECKLESS ENDANGERMENT AND RECKLESS DRIVING."
RIOTS,OTHER WEAPON,2020-05-31,5,31,2020,CALIFORNIA,VICTORVILLE,0,NO,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,CROWD COUNTING CONSORTIUM; VICTORVILLE DAILY PRESS; VICTORVILLE VALLEY NEWS,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, A LARGE GROUP OF PEOPLE WHO WERE NOT PART OF THE BLACK LIVES MATTER DEMONSTRATORS SHOWED UP AND BEGAN TO DISRUPT A PEACEFUL DEMONSTRATION AT NIGHT IN VICTORVILLE (CALIFORNIA). THEY THREW ROCKS AT POLICE VEHICLES AND SHOT FIREWORKS. POLICE OFFICERS INTERVENED WITH RUBBER BULLETS AND DECLARED THE ASSEMBLY UNLAWFUL. SEVERAL BUSINESSES SUSTAINED PROPERTY DAMAGE AND AT LEAST ONE DEPUTY REQUIRED MEDICAL ATTENTION."
RIOTS,OTHER WEAPON,2020-06-01,6,1,2020,FLORIDA,WEST PALM BEACH,0,NO,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-GOVERNMENT,MIAMI HERALD,SUBNATIONAL,NO,"ON 1 JUNE 2020, FEWER THAN 100 PEOPLE RIOTED IN WEST PALM BEACH (FLORIDA) FOLLOWING THE PREVIOUS DAY'S MARCH. THEY THREW ROCKS AND BOTTLES AT POLICE OFFICERS. IN THE EARLY HOURS OF 1 JUNE 2020, ABOUT 30 PEOPLE ROBBED A MARIJUANA SHOP. NO ARRESTS WERE MADE AT THE TIME OF REPORTING."
RIOTS,ARSON,2020-06-02,6,2,2020,CALIFORNIA,BAKERSFIELD,0,NO,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-GOVERNMENT,LIVEUAMAP,LOCAL PARTNER-NEW MEDIA,NO,"ON 2 JUNE 2020, UNKNOWN DEMONSTRATORS SET FIRE TO A CAR, LEAVING PAMPHLETS ALLUDING TO THE BLACK LIVES MATTER AT THE OWNER'S HOUSE IN BAKERSFIELD (CALIFORNIA) AS PART OF A BLACK LIVES MATTER RIOT."
RIOTS,SHOOTING,2020-06-23,6,23,2020,WISCONSIN,MILWAUKEE,0,NO,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-GOVERNMENT,WISN12; MILWAUKEE JOURNAL SENTINEL,SUBNATIONAL,NO,"ON 23 JUNE 2020, HUNDREDS GATHERED IN MILWAUKEE (WISCONSIN) NEAR THE SITE OF A POLICE INVESTIGATION INTO TWO MISSING GIRLS AT NORTH 40TH AND WEST LLOYD STREET. THE CROWD WAS A MIX OF NEIGHBOURS, PEOPLE EXPRESSING FRUSTRATION WITH THE POLICE, AND ACTIVISTS WHO'D MARCHED IN DEMONSTRATIONS EARLIER THAT DAY OVER RACIAL JUSTICE. VIOLENCE BROKE OUT AS PEOPLE AT THE SCENE TRIED TO TAKE THE INVESTIGATION INTO THEIR OWN HANDS BY BREAKING INTO A RESIDENCE RELATED TO THE INVESTIGATION AND OTHERS EXPRESSED THEIR GRIEVANCES RELATED TO THE POLICE. BRICKS WERE THROWN AT POLICE, A RESIDENCE AND A VEHICLE WERE SET ON FIRE, AND GUNSHOTS WERE REPORTED. AT LEAST 3 PEOPLE WERE SHOT, AND 7 POLICE OFFICERS AND 1 FIREFIGHTER WERE INJURED. NONE OF THE INJURIES WERE LIFE-THREATENING BUT THREE PEOPLE WERE HOSPITALIZED."
RIOTS,SHOOTING,2020-07-05,7,5,2020,INDIANA,INDIANAPOLIS,1,NO,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,INDIANAPOLIS STAR; FOX NEWS,SUBNATIONAL-NATIONAL,YES,"ON 5 JULY 2020, A GROUP OF PEOPLE WERE SITTING BY A CANAL IN INDIANAPOLIS (INDIANA) WHEN ONE OF THEM USED A RACIAL SLUR. A SEPARATE PASSING GROUP OF PEOPLE CONFRONTED THE SITTING GROUP WHEN THEY HEARD THE SLUR. ACCORDING TO THE GROUP SITTING DOWN, THE CONFRONTING GROUP SHOUTED, 'BLACK LIVES MATTER,' TO WHICH THE OTHER GROUP RESPONDED, 'ALL LIVES MATTER.' A BRIEF ARGUMENT FOLLOWED, BUT ACCORDING TO MEMBERS OF THE GROUP THAT SHOUTED 'ALL LIVES MATTER,' BOTH SIDES SEPARATED AFTER EACH REALIZED THE OTHER HAD FIREARMS. MINUTES LATER, MEMBERS OF THE GROUP THAT SHOUTED 'ALL LIVES MATTER' SAID AN UNIDENTIFIED PERSON OPENED FIRE FROM A NEARBY BRIDGE, STRIKING A FEMALE MEMBER OF THE GROUP AND KILLING HER. HER HUSBAND RETURNED FIRE, BUT DID NOT HIT ANYONE. THE HUSBAND OF THE WOMAN WHO WAS KILLED CLAIMS THAT THE SHOT WAS FIRED BY ONE OF THE PEOPLE WHO YELLED 'BLACK LIVES MATTER,' BUT POLICE HAD NOT INDEPENDENTLY VERIFIED WHETHER THE SUPPOSED ARGUMENT OCCURRED OR IF THE FATAL SHOOTING WAS CONNECTED TO THE ARGUMENT. THE CASE REMAINED UNSOLVED MORE THAN TWO YEARS AFTER IT TOOK PLACE."
RIOTS,ASSAULT,2020-12-03,12,3,2020,NORTH CAROLINA,LEWISVILLE,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-BLACK,STATESVILLE RECORD AND LANDMARK; WINSTON-SALEM JOURNAL; WFMY,SUBNATIONAL,NO,"ON 3 DECEMBER 2020, A WHITE MAN ALLEGEDLY ASSAULTED TWO MEMBERS OF A FAMILY, WHO WERE ALSO BOTH WHITE, AND MADE RACIALLY BIASED COMMENTS IN LEWISVILLE (NORTH CAROLINA) BECAUSE THE FAMILY HAD STICKERS SUPPORTING BLACK LIVES MATTER AND BREONNA TAYLOR, A BLACK WOMAN KILLED BY POLICE, ON THEIR VEHICLE. THE MAN TAILGATED THE FAMILY, CUT IN FRONT OF THEM, AND THEN FOLLOWED THEM TO A PARKING LOT. AFTER BOTH THE VEHICLES STOPPED, THE MAN GOT OUT OF HIS VEHICLE AND ASSAULTED A MALE AND A FEMALE MEMBER OF THE PRO-BLM FAMILY. THE PERPETRATOR WAS ARRESTED AND CHARGED WITH SIMPLE ASSAULT AND ASSAULT ON A FEMALE. ON 22 APRIL 2022, THE MAN PLEADED GUILTY TO CHARGES OF ASSAULT, INFLICTING SERIOUS INJURY, SIMPLE ASSAULT, AND ASSAULT ON A FEMALE AND WAS SENTENCED TO 75 DAYS IN JAIL."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2020-06-20,6,20,2020,WASHINGTON,SEATTLE - CHOP,0,NO,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-GOVERNMENT,KING5; NEW YORK POST,SUBNATIONAL-NATIONAL,YES,"ON 20 JUNE 2020, IN OR NEAR THE 'CAPITOL HILL ORGANIZED PROTEST' OR 'CHOP' ZONE IN SEATTLE - CHOP (WASHINGTON), A MAN LEAVING THE PROTESTS IN THE EARLY MORNING AFTER HEARING GUNSHOTS WAS SHOT HIMSELF AND SERIOUSLY INJURED BY A GROUP OF MEN WHO ALLEGEDLY UTTERED RACIAL SLURS. CHOP VOLUNTEERS BROUGHT THE MAN TO HOSPITAL. IT IS NOT CLEAR WHO THE ATTACKERS WERE."
VIOLENCE AGAINST CIVILIANS,OTHER WEAPON,2020-08-25,8,25,2020,COLORADO,AURORA,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,ANTI-WHITE,CBS4 (DENVER); SENTINEL COLORADO,SUBNATIONAL,NO,"ON 25 AUGUST 2020, A BLACK MAN ATTACKED A WHITE MAN WITH A KNIFE IN AURORA (COLORADO) STABBING THE WHITE MAN MULTIPLE TIMES WHILE REPEATING THE SLOGAN 'BLACK LIVES MATTER.' THE VICTIM WAS SEVERELY INJURED. THE BLACK MAN WAS ARRESTED BY LOCAL POLICE DURING WHICH HE REPEATEDLY CHANTED THE SLOGAN AND ASKED POLICE TO SHOOT HIM. HE WAS LATER CHARGED WITH A 'BIAS-MOTIVATED ATTACK' AND ATTEMPTED MURDER."
PROTESTS,VEHICLE,2020-09-23,9,23,2020,COLORADO,DENVER,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,CHANNEL 9 (DENVER); DENVER7,SUBNATIONAL,NO,"ON 23 SEPTEMBER 2020, HUNDREDS OF PEOPLE GATHERED AROUND CAPITOL BUILDING IN DENVER (COLORADO) TO PROTEST IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND IN REACTION TO A COURT'S DECISION NOT TO INDICT ANY OFFICERS INVOLVED OVER THE KILLING OF BREONNA TAYLOR. SOME PROTESTERS LATER WERE INVOLVED IN A STAND-OFF WITH POLICE, BUT THE PROTEST REMAINED PEACEFUL. A MAN INTENTIONALLY DROVE A SUV THROUGH A GROUP OF THE BLACK LIVES MATTER PROTESTERS OUTSIDE THE COLORADO STATE CAPITOL. THE DRIVER OF THE SUV WAS LATER ARRESTED BY POLICE."
PROTESTS,VEHICLE,2020-05-29,5,29,2020,CALIFORNIA,BAKERSFIELD,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,HOMELAND SECURITY TODAY,NATIONAL,NO,"ON 29 MAY 2020, PEOPLE STAGED A PROTEST IN BAKERSFIELD (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. A MAN PURPOSEFULLY DROVE INTO THE CROWD, INJURING A 15 YEAR-OLD GIRL. HE WAS ARRESTED FOR RECKLESS DRIVING."
PROTESTS,VEHICLE,2020-05-29,5,29,2020,KENTUCKY,BOWLING GREEN,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,CROWD COUNTING CONSORTIUM; TWITTER,OTHER-NEW MEDIA,NO,"ON 29 MAY 2020, AN UNREPORTED NUMBER OF PEOPLE STAGED A PROTEST IN BOWLING GREEN (KENTUCKY) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. DURING THE PROTEST, A MAN HIT A WOMAN WITH HIS TRUCK. THE DRIVER WAS ARRESTED. ACCORDING TO HIS ARREST CITATION, 'WHEN ASKED IF HIS VEHICLE STRUCK THE VICTIM, HUNTON STATED, 'PROBABLY SO, THERE WERE PROTESTERS BLOCKING THE FUCKING ROAD, THEY DESERVED TO BE HIT, ANYBODY WOULD'."
PROTESTS,VEHICLE,2020-05-30,5,30,2020,CALIFORNIA,VISALIA,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,FRESNO BEE,SUBNATIONAL,NO,"ON 30 MAY 2020, IN VISALIA (CALIFORNIA), TWO WOMEN WERE RUN OVER BY A JEEP DURING A BLACK LIVES MATTER PROTEST OVER THE KILLING OF GEORGE FLOYD. AUTHORITIES ARE STILL INVESTIGATING THE INCIDENT AND THE CASE IS TO BE SUBMITTED TO THE DA'S OFFICE FOR REVIEW OF POTENTIAL CRIMINAL CHARGES. THE DRIVER REPORTED THE INCIDENT IMMEDIATELY TO THE POLICE AND NO ARREST HAS YET BEEN MADE."
PROTESTS,VEHICLE,2020-05-30,5,30,2020,INDIANA,KOKOMO,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,KOKOMO TRIBUNE; WASHINGTON TIMES-HERALD,SUBNATIONAL,NO,"ON 30 MAY 2020, ABOUT A DOZEN PROTESTERS DEMONSTRATED IN KOKOMO (INDIANA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND OVER THE DEATH OF GEORGE FLOYD. A TRUCK DRIVEN BY A JAIL CORRECTIONAL OFFICER (OFF-DUTY) DROVE INTO THE CROWD, LEADING TO TWO MINOR INJURIES, AND THEN FLED THE SCENE. SHE WAS LATER STOPPED BY THE POLICE AND CHARGED. SHE HAS SINCE RESIGNED FROM THE POSITION. INVESTIGATIONS ARE ONGOING, BUT A POLICE DEPARTMENT MAJOR TOLD THE MEDIA HE DIDN'T BELIEVE THE INCIDENT WAS 'PURPOSEFUL.'"
PROTESTS,VEHICLE,2020-05-30,5,30,2020,FLORIDA,GAINESVILLE,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,CROWD COUNTING CONSORTIUM; INDEPENDENT FLORIDA ALLIGATOR,OTHER-SUBNATIONAL,NO,"ON 30 MAY 2020, ABOUT 1000 PEOPLE STAGED A PROTEST IN GAINESVILLE (FLORIDA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. A MAN DROVE A CAR INTO THE CROWD. PROTESTERS THREW WATER BOTTLES AT THE CAR AND CHASED IT AWAY. THE DRIVER DROVE FOUR BLOCKS, THEN LOOPED AROUND TO RETURN TO THE SCENE TO FIND A POLICE OFFICER, ACCORDING TO THE DRIVER. SOME WITNESSES SAID THAT A BIKER WAS HIT BY THE VEHICLE AND THAT THE DRIVER APPEARED TO BE HOLDING A GUN. POLICE SAID A SEMI-AUTOMATIC PISTOL WAS FOUND WITH THE DRIVER, BUT NO SHOTS WERE FIRED. THE DRIVER WAS ARRESTED AND CHARGED WITH SIX COUNTS OF AGGRAVATED ASSAULT."
PROTESTS,VEHICLE,2020-05-31,5,31,2020,PENNSYLVANIA,BEAVER FALLS,0,YES,NO,NO,RACIAL JUSTICE/POLICE BRUTALITY/BLM,OTHER,WJZ13,NATIONAL,NO,"ON 31 MAY 2020, ROUGHLY 100 PEOPLE STAGED A PROTEST IN BEAVER FALLS (PENNSYLVANIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. A CAR DROVE INTO A GROUP OF PROTESTERS. NO SERIOUS INJURIES REPORTED."
